pair,exp,cat,dimension,terminal_status,final_answer,ans_conf,ret_conf,retry_count,ever_committed,adj_abstained,gt_resp,gt_committed,reason,explan_snip,notes_snip
PT28:HR,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.5,3,True,True,yes,True,best researcher answer_confidence 0.42 < 0.65,none of the search snippets provide any evidence about whether croatia's open data portal monitors search keywords used by visitors. the available sources describe data.gov.hr only as a centralized op, low answer_confidence (0.42) for non-inconclusive answer 'no'  
PT29:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.35,0.4,3,True,True,yes,True,"researcher committed, verifier failed on relevance",none of the search snippets contain evidence about whether croatia's open data portal monitors most and least consulted pages or tracks page analytics. none of the provided search snippets contain any,   low answer_confidence (0.35) for non-inconclusive answer 'no'
PT30:HR,exp36_frozen_headline,D_evidence_ungrounded,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.6,3,True,True,yes,True,researcher committed but substring gate failed,"the single search snippet only describes the croatian open data portal's general purpose and launch date, with no mention of search optimisation or discoverability measures. the croatian open data por",   
PT31:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.45,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets do not contain evidence about whether metadata on the croatian open data portal (data.gov.hr) is available in clear plain language for both human and machine readability. croatia's,   
PT33:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.6,3,True,True,"yes, or all public sector data providers already publish data",True,"researcher committed, verifier failed on relevance",none of the search snippets provide evidence that croatia actively identifies data providers not yet publishing on the national portal; the snippets only describe obligations to publish and general po,   
PT37:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.5,0.55,3,True,True,few datasets,True,"researcher committed, verifier failed on relevance","none of the search snippets contain information about croatia's data.gov.hr portal and its harvesting of regional or local data sources; the only result returned is about the us data.gov platform, whi", low answer_confidence (0.35) for non-inconclusive answer 'few datasets'  
PT36:HR,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.65,3,True,True,yes,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets provide evidence about whether regional and local portals or their data sources are discoverable via the croatian national portal data.gov.hr. the search snippets describe ,   
PT45:HR,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.45 < 0.65,the search snippets do not contain any evidence about whether the croatian open data portal's monitoring enables the portal team or data providers to take action to improve their performance. the sear, low answer_confidence (0.45) for non-inconclusive answer 'no'  low answer_confidence (0.42) for non-inconclusive answer 'no'
PT7:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.5,3,True,True,no,True,"researcher committed, verifier failed on relevance",none of the search snippets provide direct evidence that the national portal at data.gov.hr offers functionality for users to contribute or upload datasets they have produced or enriched. all availabl,  
PT8:HR,exp36_frozen_headline,D_evidence_ungrounded,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.55,3,True,True,yes,True,researcher committed but substring gate failed,the search snippets do not contain direct evidence of a visible 'contact us' or 'feedback' button on the data.gov.hr portal itself; the results referencing 'kontakt' are about datasets containing cont,   source_url not among search snippets
PT9:HR,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.3,0.1,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the search snippets do not contain any information about a feedback button, comment section, or discussion feature on the croatian national open data portal (data.gov.hr). the available evidence descr",   low answer_confidence (0.3) for non-inconclusive answer 'no'
Q10:HR,exp36_frozen_headline,C_denylist_mqa,quality_dimension,abstained_adjudicator,inconclusive,0.55,0.72,3,True,True,yes,True,MQA / data.europa.eu metadata-quality contacted,none of the search snippets contain evidence about croatia's national metadata quality standards or requirements enforced on data providers via data.gov.hr; all results relate to general eu-level dcat,   
Q14:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.3,0.5,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets mention quality goals and portal functionality but do not provide specific evidence of regular activities or mechanisms actively assisting publishers with metadata/data quality bey,  
Q2:HR,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.3,3,True,True,<30%,True,best researcher answer_confidence 0.35 < 0.65,none of the search snippets provide information about the percentage of metadata on the croatian national portal (data.gov.hr) obtained automatically versus manually. the croatian open data portal dat, low answer_confidence (0.35) for non-inconclusive answer '<30%' 
Q20:HR,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,no,True,best researcher answer_confidence 0.45 < 0.65,"the search snippets show croatia has a dcat-ap quality monitoring dashboard (mqa), but provide no evidence that croatia actively investigates or documents the most common causes for lack of dcat-ap co", low answer_confidence (0.45) for non-inconclusive answer 'no'  low answer_confidence (0.45) for non-inconclusive answer 'no'
Q26:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,>90%,True,"researcher committed, verifier failed on relevance",the single search snippet returned only shows a dataset changelog entry with null license fields and does not provide any aggregate statistics on the percentage of licences provided in a structured da,  low answer_confidence (0.45) for non-inconclusive answer '>90%'
Q28:HR,exp36_frozen_headline,I_researcher_never_committed,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.3,3,False,True,<10%,True,all attempts inconclusive/other,no search snippet provides any quantitative data on the percentage of croatian open datasets that consistently use uniform resource identifiers. none of the search snippets contain any statistics or d,  
Q29:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.3,3,True,True,<10%,True,"researcher committed, verifier failed on relevance",the search snippets provide no data on the percentage of croatian datasets that link to external renowned sources in a linked data fashion; only general portal statistics and open data policy descript,  
Q3:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.42,0.45,3,True,True,within one day,True,"researcher committed, verifier failed on relevance","the search snippets show that some harvesters on data.gov.hr run with daily and some with weekly frequency, but no source provides the average delay across all datasets or an official policy statement",   low answer_confidence (0.42) for non-inconclusive answer 'within one week'
Q4:HR,exp36_frozen_headline,D_evidence_ungrounded,quality_dimension,abstained_adjudicator,inconclusive,0.65,0.8,3,True,True,yes,True,researcher committed but substring gate failed,the search snippets do not contain evidence about croatia's national open data portal (data.gov.hr) undertaking specific efforts to ensure complete time series coverage of published datasets. the offi,   
Q7:HR,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.1,0.4,3,True,True,yes,True,best researcher answer_confidence 0.4 < 0.65,none of the search snippets contain evidence about croatia's national open data portal monitoring the quality of its metadata; the results only show dataset listings and descriptions unrelated to a me,  low answer_confidence (0.4) for non-inconclusive answer 'no' 
Q5:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.75,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the croatian national open data portal (data.gov.hr) displays a 'visokovrijedni podaci' (high value datasets) filter category in its dataset listing, indicating implementation of high value dataset ta",   
P20:BA,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,abstained_adjudicator,inconclusive,0.2,0.5,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe external technical exchanges (e.g., a 2022 study visit to turin) and note the general absence of established knowledge-sharing mechanisms in the western balkans, but provi",  
P2:BA,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe bosnia and herzegovina's open data portal and alignment with eu directives, but none confirm the existence of a dedicated national open data strategy document. the search ",   
Q6:HR,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,no,True,"researcher committed, verifier failed on relevance",the search snippets provide general eu-level information about high-value datasets and regulation (eu) 2023/138 but contain no specific evidence about croatia implementing additional interoperability ,   low answer_confidence (0.45) for non-inconclusive answer 'no'
P25:BA,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,abstained_adjudicator,inconclusive,0.3,0.6,3,True,True,no,True,best researcher answer_confidence 0.6 < 0.65,none of the search snippets provide evidence about bosnia and herzegovina having any domestic process to assess whether public sector bodies charge above marginal cost for data reuse; the results only,  
P24:BA,exp36_frozen_headline,D_evidence_ungrounded,policy_dimension,abstained_adjudicator,inconclusive,0.52,0.75,3,True,True,no,True,researcher committed but substring gate failed,the single search snippet concerns a procurement open data commitment under ogp and contains no information about whether bosnia and herzegovina has formal processes to update or revise its open data ,   
P29:BA,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.52,0.8,3,True,True,no,True,"researcher committed, verifier failed on relevance",the search snippets returned no evidence of annually held open data events in bosnia and herzegovina beyond one generic okfn blog mention with no country-specific detail. none of the search results re, low answer_confidence (0.45) for non-inconclusive answer 'no' 
P28:BA,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",bosnia and herzegovina has a formal training framework for civil servants including an online training platform for integrity plans and respa-organized training on hr data analysis targeting civil ser,   
P7:BA,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,abstained_adjudicator,inconclusive,0.3,0.6,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets contain evidence that bosnia and herzegovina's national strategy or policy explicitly fosters discoverability of its data on data.europa.eu; the snippets describe the natio,  
P8:BA,exp36_frozen_headline,Z_other,policy_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,yes,True,uncategorised,the search snippets only describe the iddeea open data portal itself and contain no information about a national strategy or policy outlining measures to support reuse of open data by the public secto,  
PT12:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.52,0.55,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,"none of the search snippets contain evidence about whether the bosnian national open data portal (odp.iddeea.gov.ba) offers rss, atom, or email notification features for new datasets. none of the sear",   
P9:BA,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.1,0.1,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets do not contain evidence of a national open data strategy in bosnia and herzegovina that outlines specific measures to support private sector reuse of open data. the available evide,   
PT11:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.4,0.7,3,True,True,no,True,"researcher committed, verifier failed on relevance",the bih open data portal explicitly features a 'data topics' section enabling users to find open data by category and topic from public institutions. none of the search snippets confirm that the curre,   
PT15:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets provide evidence about whether the bih/iddeea team monitors the extent to which data requests result in publication of requested data. none of the available sources describ,   
PT18:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.4,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,the search snippets provide no information about whether the bih national open data portal links reuse showcase cases to their underlying datasets. the search snippets describe the bosnia and herzegov,   low answer_confidence (0.45) for non-inconclusive answer 'no'
PT19:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.4,3,True,True,no,True,"researcher committed, verifier failed on relevance","neither search snippet mentions a feature for users to submit reuse cases on the bosnian national open data portal, and direct inspection of the portal feature is not available from the provided evide",   
PT2:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.5,3,True,True,yes,True,best researcher answer_confidence 0.52 < 0.65,"none of the search snippets provide information about the technology stack (e.g. ckan, udata) of the bosnian open data portal at odp.iddeea.gov.ba. none of the available sources for the iddeea bosnia ",  
PT21:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.3,0.55,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,"the search snippets describe the iddeea open data portal in general terms but contain no mention of a geospatial data preview or map preview feature, making it impossible to determine whether such fun",  
PT20:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.3,0.6,3,True,True,no,True,"researcher committed, verifier failed on relevance",the search snippets do not contain any information about whether the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba) offers a tabular data preview function. the portal description,   
PT23:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.42,0.45,3,True,True,yes,True,"researcher committed, verifier failed on relevance","neither search snippet contains any information about traffic monitoring, analytics tools, visitor statistics, or usage tracking for the bosnia and herzegovina open data portal. none of the available ", low answer_confidence (0.45) for non-inconclusive answer 'no'  low answer_confidence (0.42) for non-inconclusive answer 'no'
PT24:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.6,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets provide any information about whether the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba) runs analytics on api usage. none of the available sources me,   low answer_confidence (0.45) for non-inconclusive answer 'no'
PT25:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.55,0.7,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search snippets reference general open government commitments and social media sharing by a statistics agency, but provide no direct evidence about whether the bosnian open data portal (odp.iddeea",   
PT28:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets contain any information about keyword monitoring or search analytics on the bosnia and herzegovina open data portal (odp.iddeea.gov.ba). the available sources describe the ,   
PT29:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.38,0.5,3,True,True,no,True,best researcher answer_confidence 0.42 < 0.65,"none of the search snippets contain any information about whether bosnia and herzegovina's open data portal monitors most or least consulted pages, page analytics, or usage statistics. a bih governmen", low answer_confidence (0.42) for non-inconclusive answer 'yes'  low answer_confidence (0.38) for non-inconclusive answer 'no'
PT3:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.72,0.85,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search snippets describe the bosnian open data portal's general features but contain no mention of a programmatic api for querying metadata, and no api endpoint or documentation was found for odp.",  
PT33:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets provide evidence about whether bosnia and herzegovina's national open data portal identifies or tracks data providers that are not yet publishing data. the search snippets ,   
PT34:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets provide evidence of concrete actions taken to assist data providers with their publication process in bosnia and herzegovina. the search snippets show iddeea launched and u,   
PT31:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,abstained_adjudicator,inconclusive,0.35,0.7,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,the search snippets do not contain direct evidence about whether the metadata on bosnia and herzegovina's open data portal (odp.iddeea.gov.ba) is available in clear plain language readable by both hum,   
PT37:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.55,0.6,3,True,True,none of the datasets,True,"researcher committed, verifier failed on relevance",none of the search snippets provide specific information about the degree to which regional and local sources are automatically harvested by the bosnian national open data portal. the bih open data po,   
PT35:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.62,0.65,3,True,True,yes,True,"researcher committed, verifier failed on relevance",search results do not name any specific regional or local open data portals in bosnia and herzegovina beyond the national portal; the dateno.io snippet implies multiple catalogs exist but provides no ,   
PT38:BA,exp36_frozen_headline,Z_other,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.7,3,True,True,no,True,uncategorised,none of the search snippets provide evidence that the national portal (odp.iddeea.gov.ba or podaci.gov.ba) includes real-time or dynamic datasets; the snippets only describe general portal capabilitie,   
PT40:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,none of the search snippets provide evidence that the bosnian national open data portal shows metadata for datasets that exist but cannot be published as open data. the available evidence describes th,   
PT42:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.52 < 0.65,none of the search snippets provide evidence that the national open data portal (odp.iddeea.gov.ba) has active social media accounts; snippet [2] refers to the agency for statistics of bih's facebook ,   
PT44:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.52 < 0.65,"none of the search snippets provide evidence that the bosnia and herzegovina open data portal (odp.iddeea.gov.ba) monitors or publicly displays characteristics such as category distribution, static vs", low answer_confidence (0.4) for non-inconclusive answer 'no'  
PT5:BA,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.35,0.6,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets provide no evidence of api documentation or api links on the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba); the only snippet describes general portal feature,  
PT45:BA,exp36_frozen_headline,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe the portal's general features and citizen engagement tools, but none provide specific evidence that monitoring enables the portal team or data providers to take action to ",   
Q10:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.5,0.4,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets contain any information about bosnia and herzegovina setting metadata quality standards or requirements for data providers on the national open data portal. the available e,   
Q12:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.52,0.6,3,True,True,<10%,True,"researcher committed, verifier failed on relevance",the search snippets returned no evidence about the percentage of datasets on the bosnian open data portal that carry licensing information. none of the search snippets contain any quantitative data on,   
Q11:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets contain evidence about bosnia and herzegovina's national open data publication or licensing guidelines recommending cc by 4.0 or cc0 licences; the results are generic cc li,   
Q13:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.1,3,True,True,i don't know,False,"researcher committed, verifier failed on relevance",none of the search snippets specify how many different licences are used on the bosnia and herzegovina open data portal (odp.iddeea.gov.ba); the snippets only mention general principles of open data a,   
Q14:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,the search snippets do not contain evidence of regular activities or mechanisms in bosnia and herzegovina to assist publishers with data quality beyond guidelines; one snippet explicitly notes the abs,   
Q16:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.5,3,True,True,<10%,True,best researcher answer_confidence 0.42 < 0.65,none of the search snippets contain any information about dcat-ap compliance levels for the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba); the results only describe dcat-ap in g,  low answer_confidence (0.42) for non-inconclusive answer '<10%' 
Q15:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.5,0.5,3,True,True,no,True,"researcher committed, verifier failed on relevance","none of the search snippets contain any information about the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba) implementing or being compliant with dcat-ap, nor any alternative int",   
Q18:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.5,3,True,True,<10%,True,best researcher answer_confidence 0.35 < 0.65,none of the search snippets contain any data about the percentage of metadata on bosnia and herzegovina's national open data portal that uses dcat-ap optional classes. no snippet provides any quantita,  low answer_confidence (0.35) for non-inconclusive answer '<10%' 
Q20:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.52,0.4,3,True,True,no,True,"researcher committed, verifier failed on relevance",none of the search snippets contain any evidence about bosnia and herzegovina investigating the most common causes for lack of dcat-ap compliance; the portal pages only confirm eu regulation alignment, 
Q2:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.6,3,True,True,<30%,True,"researcher committed, verifier failed on relevance",none of the search snippets contain any information about the percentage of metadata on bosnia and herzegovina's national open data portal (odp.iddeea.gov.ba) that is harvested automatically versus en, low answer_confidence (0.42) for non-inconclusive answer '<30%'  low answer_confidence (0.45) for non-inconclusive answer '<30%'
Q22:BA,exp36_frozen_headline,C_denylist_mqa,quality_dimension,abstained_adjudicator,inconclusive,0.2,0.7,3,False,True,<10%,True,MQA / data.europa.eu metadata-quality contacted,none of the search snippets provide any quantitative data on the percentage of datasets with an access-url (dcat-ap) in the bosnia and herzegovina open data portal. neither search snippet contains any,  
Q23:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.55,0.7,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain evidence that bosnia and herzegovina uses the 5-star, fair, or any other formal model to assess the quality of open data deployment; the iddeea portal article mentio",   
Q24:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.52 < 0.65,"the search snippets mention iddeea's efforts to organise data for accuracy and trustworthiness on their open data portal, but provide no specific evidence of activities to promote or familiarise data ",   
Q25:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.5,3,True,True,<10%,True,best researcher answer_confidence 0.45 < 0.65,"the search snippets describe bosnia and herzegovina's open data portal and its general principles, but none provide any statistics on the percentage of datasets available under an open licence. the og", low answer_confidence (0.45) for non-inconclusive answer '<10%' 
Q26:BA,exp36_frozen_headline,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.38,0.55,3,True,True,<10%,True,"researcher committed, verifier failed on relevance",none of the search snippets provide any information about the percentage of licences provided in a structured data format on bosnia and herzegovina's national open data portal. the search evidence ind,   low answer_confidence (0.38) for non-inconclusive answer '<10%'
Q27:BA,exp36_frozen_headline,G_below_confidence_floor,quality_dimension,abstained_adjudicator,inconclusive,0.0,0.7,3,True,True,<10%,True,best researcher answer_confidence 0.52 < 0.65,the search snippets do not provide any aggregate statistics on the percentage of datasets available in open and machine-readable formats on the bosnian national open data portal. the balkan insight re,  
I9-a:MK,exp36_frozen_headline,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets mention trainings, workshops, and hackathons organized by the ministry of digital transformation, but none reference regular feedback sessions specifically with portal users. the a",   
I8-d:MK,exp36_frozen_headline,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.3,0.7,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,the search snippets describe north macedonia's open data portal and available datasets but contain no evidence specifically addressing whether reuse of open data is being measured (question i8-d on im,   
I9-c:MK,exp36_frozen_headline,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.52,0.6,3,True,True,no,True,best researcher answer_confidence 0.52 < 0.65,"the search snippets describe the north macedonia open data portal's purpose and governance context but contain no information about measuring reuse of open data, so the question cannot be answered fro",   
P17:MK,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe the ministry of digital transformation as responsible for open data in north macedonia and mention the open data portal, but no snippet links to or quotes from a publicly ",   
P18:MK,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,abstained_adjudicator,inconclusive,0.3,0.7,3,True,True,yes,True,best researcher answer_confidence 0.55 < 0.65,the search snippets describe the open data portal and related initiatives in north macedonia but contain no evidence of a regular knowledge exchange mechanism between the national open data team and t,   
P19:MK,exp36_frozen_headline,G_below_confidence_floor,policy_dimension,accepted_by_adjudicator,inconclusive,0.63,0.7,3,True,False,yes,True,best researcher answer_confidence 0.6 < 0.65,the search snippets describe north macedonia's open data portal and ogp membership but contain no information about the appointment of official roles (e.g. open data officers) dedicated to open data w,   
P20:MK,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.45,0.6,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search snippets describe trainings, workshops, and hackathons organized by the ministry of digital transformation, and regional cooperation efforts, but provide no specific evidence of a regular k",   low answer_confidence (0.45) for non-inconclusive answer 'no'
P25:MK,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.52,0.55,3,True,True,no,True,"researcher committed, verifier failed on relevance",none of the search snippets contain evidence about processes in north macedonia to assess whether public sector bodies charge for data above marginal cost as per directive (eu) 2019/1024. the search e,   
P5:MK,exp36_frozen_headline,E_verifier_relevance_reject,policy_dimension,abstained_adjudicator,inconclusive,0.3,0.4,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search snippets reference north macedonia's open data strategy (2018-2020) and a new open data bill, but none contain verbatim text indicating measures to incentivise publication of or access to r",  
PT28:BE,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,yes,True,"researcher committed, verifier failed on relevance",neither search snippet contains any information about whether belgium's open data portal monitors search keywords or user analytics. the search snippets do not contain any information about whether th,  low answer_confidence (0.45) for non-inconclusive answer 'no'
PT29:BE,exp36_frozen_headline,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.2,0.5,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets contain no evidence about whether belgium's data.gov.be portal monitors most/least consulted pages or tracks usage analytics. the available belgian open data sources make no mentio, low answer_confidence (0.35) for non-inconclusive answer 'no' 
Q23:HR,exp36_frozen_headline,I_researcher_never_committed,quality_dimension,abstained_adjudicator,inconclusive,0.45,0.6,3,False,True,yes,True,all attempts inconclusive/other,none of the search snippets provide evidence that croatia uses a specific model such as 5-star open data or fair to assess the quality of deployment of open data at the national level. the search snip, 
Q17:BA,exp36_frozen_headline,I_researcher_never_committed,quality_dimension,abstained_adjudicator,inconclusive,0.1,0.5,3,False,True,<10%,True,all attempts inconclusive/other,"none of the search snippets contain any information about dcat-ap metadata compliance rates for bosnia and herzegovina's national open data portal (odp.iddeea.gov.ba), making it impossible to assign a",   
